entity_id,name,tier,county,website,email,phone,notes
sd-heritage-springs-community-development-district,Heritage Springs Community Development District,special_district,Pasco,https://Heritagespringscdd.vglobaltech.com,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Pasco County
sd-hernando-county-housing-authority,Hernando County Housing Authority,special_district,Hernando,https://www.hernandocounty.us/departments/departments-f-m/housing-authority,tbeverly@hernandocounty.us,,purpose=Housing Authority; independent; lga=Hernando County
sd-hernando-county-law-library,Hernando County Law Library,special_district,Hernando,https://www.co.hernando.fl.us,jmoore@circuit5.org,(352) 754-4201,purpose=Library - Law; dependent; lga=Hernando County
sd-hernando-county-port-authority,Hernando County Port Authority,special_district,Hernando,https://www.hernandocounty.us/departments/departments-n-z/public-works/aquatic-services/port-authority,waterways@co.hernando.fl.us,(352) 754-4031,purpose=Port Facilities; dependent; lga=Hernando County
sd-hernando-county-water-and-sewer-district,Hernando County Water and Sewer District,special_district,Hernando,https://www.co.hernando.fl.us/utils,gonderdonk@co.hernando.fl.us,(352) 754-4037,purpose=County Water and Sewer; dependent; lga=Hernando County
sd-heron-isles-community-development-district,Heron Isles Community Development District,special_district,Nassau,https://www.heronislescdd.com,dlaughlin@gmsnf.com,(904) 940-5850,purpose=Community Development; independent; lga=Nassau County
sd-herons-glen-recreation-district,Herons Glen Recreation District,special_district,Lee,https://www.heronsglencc.com,thart@knott-law.com,(239) 334-2722,purpose=Recreational Facilities / Programs; independent; lga=Lee County
sd-hialeah-housing-authority,Hialeah Housing Authority,special_district,Miami-Dade,https://www.hialeahhousing.org,fmestre@hialeahhousing.org,(305) 888-9744,purpose=Housing Authority; dependent; lga=City of Hialeah
sd-hickory-hill-special-dependent-tax-district,Hickory Hill Special Dependent Tax District,special_district,Hillsborough,https://HickoryHill.mydistrictwebsite.com,dbraswell@artemislifestyles.com,,purpose=Neighborhood Enhancement; dependent; lga=Hillsborough County
sd-hickory-tree-community-development-district,Hickory Tree Community Development District,special_district,Osceola,https://www.hickorytreecdd.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Osceola County
sd-hicks-ditch-community-development-district,Hicks Ditch Community Development District,special_district,Lake,http://Duebytheendofthefirstfullfiscalyearaftercreation.,sarah.sandy@kutakrock.com,(850) 992-7300,purpose=Community Development; independent; lga=City of Eustis
sd-hidden-creek-community-development-district,Hidden Creek Community Development District,special_district,Hillsborough,https://www.hiddencreekcdd.org,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Hillsborough County
sd-hidden-creek-north-community-development-district,Hidden Creek North Community Development District,special_district,Pasco,https://www.hiddencreeknorthcdd.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=Pasco County
sd-hideaway-beach-district,Hideaway Beach District,special_district,Collier,https://www.cityofmarcoisland.com/o/comi/page/hideaway-beach-tax-district-board,sdangles@cityofmarcoisland.com,(239) 389-5192,purpose=Beach Facilities; dependent; lga=City of Marco Island
sd-high-ridge-quantum-community-development-district,High Ridge / Quantum Community Development District,special_district,Palm Beach,https://www.highridgequantumcdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Boynton Beach
sd-high-springs-community-redevelopment-agency,High Springs Community Redevelopment Agency,special_district,Alachua,https://highsprings.gov/CRA,abohannon@highsprings.gov,(386) 454-6225,purpose=Community Redevelopment; dependent; lga=City of High Springs
sd-highland-glades-water-control-district,Highland Glades Water Control District,special_district,Palm Beach,https://floridawatercontroldistricts.org/Highland_Glades.htm,schoech@caldwellpacetti.com,(561) 655-0620,purpose=Drainage and/or Water Control; independent; lga=Palm Beach County
sd-highland-meadows-community-development-district,Highland Meadows Community Development District,special_district,Polk,https://highlandmeadowscdd.org,tadams@gmscfl.com,,purpose=Community Development; independent; lga=City of Davenport
sd-highland-meadows-ii-community-development-district,Highland Meadows II Community Development District,special_district,Polk,https://highlandmeadows2cdd.com,grpc@perezcalhounlaw.com,(407) 622-4772,purpose=Community Development; independent; lga=City of Davenport
sd-highland-meadows-west-community-development-district,Highland Meadows West Community Development District,special_district,Polk,https://HighlandMeadowsWestCDD.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Polk County
sd-highland-park-community-development-district,Highland Park Community Development District,special_district,Alachua,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Newberry
sd-highland-trails-community-development-district,Highland Trails Community Development District,special_district,Pasco,https://www.highlandtrailscdd.org,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=City of Dade City
sd-highlands-community-development-district,Highlands Community Development District,special_district,Hillsborough,https://highlandscdd.com,dlewis@flgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=Hillsborough County
sd-highlands-county-health-facilities-authority,Highlands County Health Facilities Authority,special_district,Highlands,https://www.hcbcc.net/index/highlands_county_health_facilities_authority.php,mike@heartlandlaw.com,(863) 385-1549,purpose=Health Facilities; dependent; lga=Highlands County
sd-highlands-county-hospital-district,Highlands County Hospital District,special_district,Highlands,https://www.hcbcc.net/index/highlands_county_hospital_board_district.php,gescobar@highlandsfl.gov,(863) 402-6650,purpose=Hospital; dependent; lga=Highlands County
sd-highlands-county-housing-authority,Highlands County Housing Authority,special_district,Highlands,https://HighlandsCountyHousing.mydistrictwebsite.com,schwingel@embarqmail.com,(863) 385-2519,purpose=Housing Authority; independent; lga=Highlands County
sd-highlands-soil-and-water-conservation-district,Highlands Soil and Water Conservation District,special_district,Highlands,https://www.highlandsswcd.org,knickerson@highlandsswcd.org,(863) 402-7020,purpose=Soil and Water Conservation; independent; lga=Highlands County
sd-highway-79-corridor-authority,Highway 79 Corridor Authority,special_district,"Holmes, Washington",https://www.79Project.com,erosenthal@ngn-tally.com,(850) 224-4070,"purpose=Economic Development, Infrastructure Development; independent; lga=City of Bonifay, Holmes and Washington Counties"
sd-hillcrest-community-development-district,Hillcrest Community Development District,special_district,Broward,https://www.hillcrestcdd.org,jpierman@sdsinc.org,(561) 630-4922,purpose=Community Development; independent; lga=City of Hollywood
sd-hillcrest-preserve-community-development-district-2023,Hillcrest Preserve Community Development District (2023),special_district,Pasco,https://hillcrestpreservecdd.com,brian.lamb@inframark.com,(813) 873-7300,purpose=Community Development; independent; lga=Pasco County
sd-hills-of-minneola-community-development-district,Hills of Minneola Community Development District,special_district,Lake,https://hillsofminneolacdd.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Minneola
sd-hillsboro-inlet-district,Hillsboro Inlet District,special_district,Broward,https://hillsboroinletdistrict.org,dtolces@wsh-law.com,(561) 835-2111,"purpose=Inland Navigation and Waterways, Beach Facilities; independent; lga=Broward County"
sd-hillsborough-county-aviation-authority,Hillsborough County Aviation Authority,special_district,Hillsborough,https://www.tampaairport.com,mstephens@tampaairport.com,(813) 870-8700,purpose=Airports / Air Navigation Facilities; independent; lga=Hillsborough County
sd-hillsborough-county-hospital-authority,Hillsborough County Hospital Authority,special_district,Hillsborough,https://hcfl.gov/councils/hospital-authority,montelionelj@hcfl.gov,(813) 956-6760,purpose=Hospital - Lease Oversight; dependent; lga=Hillsborough County
sd-hillsborough-county-industrial-development-authority,Hillsborough County Industrial Development Authority,special_district,Hillsborough,https://www.hillsboroughcounty.org/en/government/boards-and-committees/e-l/industrial-development-authority,tommor@morrisonandmills.com,(813) 833-2578,purpose=Industrial Development; dependent; lga=Hillsborough County
sd-hillsborough-soil-and-water-conservation-district,Hillsborough Soil and Water Conservation District,special_district,Hillsborough,https://www.hillsboroughswcd.com,soilandwater@hcfl.gov,(813) 707-1652,purpose=Soil and Water Conservation; independent; lga=Hillsborough County
sd-hillsborough-transit-authority,Hillsborough Transit Authority,special_district,Hillsborough,https://www.gohart.org,ap@gohart.org,(813) 384-6592,purpose=Transportation Systems / Services; independent; lga=Hillsborough County and City of Tampa
sd-hilltop-point-community-development-district,Hilltop Point Community Development District,special_district,Pasco,https://hilltoppointcdd.com,bryan.radcliff@inframark.com,(813) 397-5121,purpose=Community Development; independent; lga=City of Dade City
sd-hobe-saint-lucie-conservancy-district,Hobe-Saint Lucie Conservancy District,special_district,Martin,https://www.hobestluciecd.org,viator@caldwellpacetti.com,(561) 655-0620,purpose=Drainage and/or Water Control; independent; lga=Martin County
sd-holiday-park-park-and-recreation-district,"Holiday Park, Park and Recreation District",special_district,Sarasota,https://www.holidayparknp.com,office@holidayparknp.com,(941) 426-1585,purpose=Recreational Facilities / Programs; independent; lga=Sarasota County
sd-holley-navarre-fire-protection-district,Holley-Navarre Fire Protection District,special_district,Santa Rosa,https://hnfd.org,chief@hnfd.org,(850) 939-5236,purpose=Fire Control and Rescue; independent; lga=Santa Rosa County
sd-holly-hill-road-east-community-development-district,Holly Hill Road East Community Development District,special_district,Polk,https://hollyhillroadeastcdd.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=City of Davenport
sd-hollywood-beach-community-development-district-i,Hollywood Beach Community Development District I,special_district,Broward,https://www.hollywoodbeachcdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Hollywood
